URL,Wilayah,Kecamatan,Luas Tanah (m2),Luas Bangunan (m2),Jumlah Kamar,Jumlah Kamar Mandi,Tingkat/Lantai,Harga Jual,Terjual/Belum,Arah Hadap Rumah,Posisi Rumah,Lebar Jalan Depan Rumah (ROW),Carport,Fasilitas Tambahan,"Siap Huni 
(Y/N)","Furnish 
(Y/N)",Watt Listrik,Dekat Pasar,Dekat Sekolah,Dekat Puskesmas/RS,Dekat Mall,Dekat Tempat Ibadah,Dekat Makam,Dekat Club House,Dekat Jalan Raya Utama,Worth-it,Votes_WorthIt,Votes_NotWorthIt
https://masuksini.com/detail-properti/MS-0001186/rumah-full-furnished-di-virginia-regency-pakuwon-city-surabaya/,Timur,Mulyorejo,300,410,5,5,2.0,"Rp8,000,000,000",Belum,Utara,,-,-,5333333181.0,Y,Y,-,N,N,N,Y,N,N,N,N,Not Worth-It,2,8
https://masuksini.com/detail-properti/MS-0001208/rumah-di-crystal-golf-citraland-surabaya-barat/,Timur,Sukolilo,280,350,4,3,1.0,"Rp4,500,000,000",Belum,Utara,,-,-,2999999862.0,Y,N,-,N,N,N,Y,N,N,N,N,Worth-It,5,5
https://masuksini.com/detail-properti/MS-0029351/rumah-hunian-dengan-kos-kosan/,Timur,Rungkut,200,300,10,3,2.0,"Rp1,750,000,000",Belum,Timur,,-,2,1166666562.0,N,Y,-,N,N,N,N,N,N,N,N,Worth-It,6,4
https://masuksini.com/detail-properti/MS-0019955/rumah-galaxy-bumi-permai-araya-1-premium-terawat-siap-huni/,Timur,Sukolilo,375,490,5,4,2.0,"Rp7,500,000,000",Belum,Utara,,3 m,-,4999999812.0,Y,Y,-,N,N,N,Y,N,N,N,N,Worth-It,6,4
https://masuksini.com/detail-properti/MS-0000769/rumah-dijual-di-jl-manyar-jaya-surabaya/,Timur,Mulyorejo,158,178,4,2,2.0,"Rp5,000,000,000",Belum,Utara,,-,-,3333333259.0,Y,N,-,N,N,N,Y,N,Y,N,N,Not Worth-It,1,9
https://masuksini.com/detail-properti/MS-0002892/dijual-rumah-mewah-2-lantai-full-furnished-di-wisata-bukit-mas-surabaya/,Timur,Mulyorejo,450,480,4,3,2.0,"Rp10,000,000,000",Belum,Hook,,-,-,6666666455.0,N,Y,-,N,N,Y,Y,N,N,N,N,Not Worth-It,5,5
https://masuksini.com/detail-properti/MS-0022551/rumah-minimalis-baru-gress-dian-istana-park-avenue/,Barat,Wiyung,756,564,5,4,2.0,"Rp17,000,000,000",Belum,Selatan,,4 m,4,11333333008.0,Y,Y,-,N,N,N,N,N,N,Y,N,Not Worth-It,2,8
https://masuksini.com/detail-properti/MS-0003656/rumah-belanda-poros-jalan-raya-darmo-surabaya/,Selatan,Wonokromo,1384,426,3,2,1.0,"Rp110,000,000,000",Belum,Timur,,-,-,73333332816.0,N,N,-,N,N,Y,N,N,N,N,Y,Not Worth-It,1,9
https://masuksini.com/detail-properti/MS-0000967/rumah-dijual-jl-lebak-timur-surabaya/,Pusat,Tambaksari,200,200,4,3,2.0,"Rp2,750,000,000",Belum,Barat,,-,-,1833333242.0,Y,N,-,N,N,N,N,N,N,N,N,Not Worth-It,2,8
https://masuksini.com/detail-properti/MS-0021014/rumah-pusat-kota-komersial-strategis-jl-dr-soetomo/,Pusat,Tegalsari,830,400,5,3,1.0,"Rp49,000,000,000",Belum,Selatan,,-,2,32666666338.0,N,Y,-,N,N,Y,N,N,N,N,N,Not Worth-It,1,9
https://masuksini.com/detail-properti/MS-0024739/rumah-terawat-komplek-galaxy-bumi-permai-araya-tahap-1-strategis/,Barat,Lakarsantri,288,180,3,2,1.0,"Rp5,200,000,000",Belum,Timur,,3 m,-,3466666548.0,N,Y,-,N,N,Y,Y,N,N,N,Y,Not Worth-It,2,8
https://masuksini.com/detail-properti/MS-0003535/rumah-dijual-di-perum-galaxy-royal-palace-gubeng-surabaya/,Pusat,Gubeng,150,200,4,4,2.0,"Rp2,500,000,000",Belum,Selatan,,-,-,1666666592.0,Y,N,-,N,N,Y,Y,N,N,N,N,Worth-It,6,4
https://masuksini.com/detail-properti/MS-0029383/rumah-royal-residence-surabaya-barat-minimalis-view-bagus-langka/,Pusat,Gubeng,128,180,4,3,2.0,"Rp2,500,000,000",Belum,Utara,,3 m,2,1666666602.0,Y,Y,-,N,Y,Y,Y,N,N,N,N,Not Worth-It,1,9
https://masuksini.com/detail-properti/MS-0003182/rumah-kost-dijual-jl-bulu-jaya-surabaya-barat/,Barat,Sambikerep,1883,2500,24,24,2.0,"Rp14,000,000,000",Belum,Selatan,,-,-,9333332381.0,N,N,400,N,N,N,N,N,N,N,N,Worth-It,9,1
https://masuksini.com/detail-properti/MS-0028806/rumah-long-golf-view-raya-bukit-darmo-golf-mainroad-termurah/,Barat,Dukuh Pakis,706,800,4,4,2.0,"Rp30,000,000,000",Belum,Selatan,,-,2,19999999660.0,N,Y,-,N,N,N,Y,N,N,N,N,Not Worth-It,2,8
https://masuksini.com/detail-properti/MS-0025755/rumah-2-lantai-baru-minimalis-dian-istana-surabaya-barat/,Barat,Pakal,100,120,4,3,2.0,"Rp2,100,000,000",Belum,Hook,,3 m,-,1399999953.0,N,Y,4400,N,Y,Y,Y,N,N,N,N,Worth-It,6,4
https://masuksini.com/detail-properti/MS-0029318/rumah-minimalis-graha-famili-blok-d-jarang-ada-yang-dijual/,Selatan,Wonokromo,728,1000,5,6,2.0,"Rp23,500,000,000",Belum,Selatan,,4 m,4,15666666294.0,Y,Y,10600,N,Y,Y,N,N,N,N,N,Not Worth-It,5,5
https://masuksini.com/detail-properti/MS-0027613/jual-rumah-jambangan-surabaya-lokasi-karah-dekat-ketintang-gayungan-ahmad-y/,Selatan,Gayungan,159,180,3,3,7.0,"Rp929,000,000",Belum,Utara,,-,-,619333260.6,N,N,-,N,Y,N,N,N,N,N,N,Worth-It,6,4
https://masuksini.com/detail-properti/MS-0028657/dijual-rugi-rumah-pusat-kota-surabaya-lokasi-strategis-di-simokerto/,Pusat,Simokerto,128,170,3,3,5.0,"Rp1,200,000,000",Belum,Utara,,2m,-,799999938.0,N,N,2200,Y,N,Y,N,N,N,N,N,Worth-It,7,3
https://masuksini.com/detail-properti/MS-0002461/rumah-mewah-pusat-kota-lokasi-strategis-raya-tegalsari-surabaya/,Pusat,Tegalsari,1383,1276,4,4,2.0,"Rp37,500,000,000",Belum,Barat,,3 m,4,24999999371.0,N,Y,-,N,N,Y,Y,N,N,N,N,Not Worth-It,4,6
https://masuksini.com/detail-properti/MS-0029310/harga-dibawah-pasaran-jual-rumah-di-mulyosari-surabaya-dekat-kampus-unair/,Selatan,Jambangan,120,134,3,3,1.0,"Rp1,850,000,000",Belum,Selatan,,-,1,1233333277.0,N,N,-,Y,Y,N,Y,N,N,N,N,Not Worth-It,4,6
https://masuksini.com/detail-properti/MS-0002428/rumah-wisata-bukit-mas-2-mainroad-jalan-utama-depan-clubhouse/,Barat,Lakarsantri,240,350,4,4,2.0,"Rp5,700,000,000",Belum,Barat,,25 meter,-,3799999876.0,N,N,-,N,N,Y,Y,N,N,Y,N,Not Worth-It,2,8
https://masuksini.com/detail-properti/MS-0029349/rumah-usaha-komersial-prime-area-jl-raya-darmo-surabaya-pusat/,Pusat,Tegalsari,959,1200,9,8,5.0,"Rp56,000,000,000",Belum,Timur,,4 m,4,37333332859.0,N,Y,13200,N,N,Y,N,N,N,N,N,Not Worth-It,4,6
https://masuksini.com/detail-properti/MS-0029359/rumah-bagus-terawat-komplek-kupang-indah-gang-favorit/,Timur,Tenggilis Mejoyo,670,850,5,4,2.0,"Rp9,200,000,000",Belum,Timur,,3 m,-,6133332999.0,N,Y,-,N,Y,N,N,N,N,N,N,Not Worth-It,4,6
https://masuksini.com/detail-properti/MS-0002427/rumah-baru-gress-modern-minimalis-citraland-royal-park-1/,Barat,Lakarsantri,210,310,5,4,2.0,"Rp6,200,000,000",Belum,Selatan,,3 m,2,4133333224.0,Y,N,-,N,N,Y,Y,N,N,N,N,Not Worth-It,4,6
https://masuksini.com/detail-properti/MS-0028232/rumah-hitung-tanah-jl-raya-tidar-surabaya-pusat-strategis-komersial/,Selatan,Sawahan,849,500,5,5,5.0,"Rp13,000,000,000",Belum,Hook,,-,-,8666666321.0,N,Y,-,N,N,Y,Y,N,N,N,N,Worth-It,6,4
https://masuksini.com/detail-properti/MS-0029392/rumah-lokasi-strategis-cluster-taman-darmo-harapan-surabaya-barat/,Timur,Mulyorejo,449,400,4,4,2.0,"Rp5,800,000,000",Belum,Timur,,2 mobil,2,3866666466.0,N,N,-,N,N,N,N,N,N,N,N,Worth-It,5,5
https://masuksini.com/detail-properti/MS-0002523/rumah-minimalis-2-lantai-citraland-bukit-golf-internasional/,Barat,Sambikerep,375,550,4,4,2.0,"Rp8,500,000,000",Belum,Timur,,3 m,-,5666666471.0,N,Y,10600,N,N,N,Y,N,N,N,N,Not Worth-It,2,8
https://masuksini.com/detail-properti/MS-0003040/rumah-mewah-25-lantai-strategis-jl-cempaka-pusat-kota-surabaya/,Selatan,Wonokromo,1080,1500,6,5,5.0,"Rp30,000,000,000",Belum,Utara,,4 m,15,19999999444.0,N,N,-,N,N,N,Y,N,N,N,N,Not Worth-It,5,5
https://masuksini.com/detail-properti/MS-0002402/rumah-siap-huni-raya-villa-sentra-raya-vsr-citraland/,Timur,Mulyorejo,330,482,5,4,2.0,"Rp6,500,000,000",Belum,Selatan,,-,-,4333333161.0,Y,N,6600,N,N,N,Y,N,N,N,N,Worth-It,6,4
https://masuksini.com/detail-properti/MS-0028384/rumah-raya-tenggilis-mejoyo-jalan-kembar-komersial-cocok-untuk-usaha/,Timur,Tenggilis Mejoyo,525,400,6,5,1.0,"Rp9,500,000,000",Belum,Tenggara,,3 m,-,6333333107.0,N,Y,-,N,N,Y,Y,N,N,N,N,Worth-It,5,5
https://masuksini.com/detail-properti/MS-0002406/rumah-hitung-tanah-raya-kalijudan-dekat-kampus-widya-mandala-unair/,Timur,Mulyorejo,480,400,3,2,2.0,"Rp6,500,000,000",Belum,Utara,,-,-,4333333122.0,N,N,-,N,Y,Y,N,N,N,N,Y,Worth-It,8,2
https://masuksini.com/detail-properti/MS-0029363/rumah-hitung-tanah-komplek-satelit-indah-surabaya-barat/,Timur,Sukolilo,646,350,4,2,1.0,"Rp6,500,000,000",Belum,Utara,,-,2,4333333073.0,N,Y,10600,Y,Y,Y,N,Y,N,N,N,Worth-It,10,0
https://masuksini.com/detail-properti/MS-0003073/rumah-dalam-komplek-kertajaya-indah-baru-renovasi-full-marmer/,Timur,Mulyorejo,517,450,5,3,5.0,"Rp8,900,000,000",Belum,Utara,,3 m,-,5933333104.0,N,N,5500,N,N,N,Y,N,N,N,Y,Worth-It,8,2
https://masuksini.com/detail-properti/MS-0002460/rumah-usaha-jl-raya-tidar-pusat-kota-komersial-strategis-harga-termurah/,Pusat,Genteng,629,546,4,2,2.0,"Rp12,500,000,000",Belum,Selatan,,3 m,-,8333333053.0,N,N,-,N,N,Y,N,N,N,N,N,Not Worth-It,1,9
https://masuksini.com/detail-properti/MS-0029223/royal-residence-bagus-terawat/,Barat,Lakarsantri,235,234,4,3,2.0,"Rp4,800,000,000",Belum,Selatan,,-,-,3199999892.0,N,N,-,N,N,Y,N,N,N,N,N,Not Worth-It,1,9
https://masuksini.com/detail-properti/MS-0028167/rumah-dekat-merr-di-wisma-mukti-klampis-indah-klampis-anom-surabaya-timur/,Selatan,Gayungan,112,183,4,3,2.0,"Rp2,350,000,000",Belum,Selatan,,-,2,1566666607.0,N,N,200,N,Y,Y,N,N,N,N,Y,Not Worth-It,1,9
https://masuksini.com/detail-properti/MS-0029241/darmahusada-indah/,Barat,Sambikerep,480,550,8,5,2.0,"Rp18,000,000,000",Belum,Timur,,-,-,11999999769.0,N,Y,-,N,N,N,Y,N,N,N,N,Not Worth-It,4,6
https://masuksini.com/detail-properti/MS-0028982/jual-sewa-rumah-baru-kawasan-lebak-kenjeran-surabaya/,Utara,Kenjeran,280,400,3,2,2.0,"Rp550,000,000",Belum,Utara,,-,-,366666521.7,N,N,200,N,N,Y,N,N,N,N,N,Worth-It,8,2
https://masuksini.com/detail-properti/MS-0028922/dijual-rumah-hook-di-dharmahusada-indah-utara-surabaya/,Timur,Mulyorejo,350,420,6,4,2.0,"Rp6,530,000,000",Belum,Barat,,2 M,4,4353333163.0,Y,Y,500,N,N,N,N,N,N,N,N,Not Worth-It,4,6
https://masuksini.com/detail-properti/MS-0023207/properti-nyaman-2-kt-luas-tanah-120m-di-citraland-surabaya/,Selatan,Gayungan,120,85,2,1,2.0,"Rp2,980,000,000",Belum,Utara,,-,-,1986666617.0,N,Y,2200,Y,Y,Y,Y,N,N,N,N,Not Worth-It,3,7
https://masuksini.com/detail-properti/MS-0028420/jual-rumah-jl-dharmahusada-mas-surabaya/,Barat,Lakarsantri,200,310,3,3,2.0,"Rp3,900,000,000",Belum,Selatan,,-,1,2599999894.0,N,Y,4400,N,N,Y,N,N,N,N,N,Not Worth-It,2,8
https://masuksini.com/detail-properti/MS-0028640/jual-rumah-murah-2-lantai-di-taman-mutiara-pakuwon-city-surabaya/,Selatan,Jambangan,90,145,3,2,2.0,"Rp1,900,000,000",Belum,Utara,,2 m,1,1266666619.0,N,Y,3500,N,Y,N,Y,N,N,N,N,Not Worth-It,5,5
https://masuksini.com/detail-properti/MS-0013437/jual-rumah-kos-kosan-strategis-di-tenggilis-tengah-surabaya/,Timur,Tenggilis Mejoyo,4480,1039,25,25,4.0,"Rp7,200,000,000",Belum,Utara,,2 m,13,4799998378.0,N,Y,-,N,N,N,N,N,N,N,N,Worth-It,9,1
https://masuksini.com/detail-properti/MS-0028525/jual-rumah-shm-kawasan-jalan-manyar-kartika-surabaya/,Pusat,Gubeng,300,220,4,3,2.0,"Rp3,060,000,000",Belum,Selatan,,2 m,1,2039999873.0,Y,Y,2200,N,N,N,N,N,N,N,N,Worth-It,10,0
https://masuksini.com/detail-properti/MS-0014537/jual-rumah-sangat-mewah-komplek-taman-hunian-satelit-surabaya/,Barat,Sukomanunggal,1050,968,5,7,2.0,"Rp18,900,000,000",Belum,Utara,,2 m,2,12599999524.0,Y,Y,13000,N,N,N,N,N,N,N,N,Worth-It,6,4
https://masuksini.com/detail-properti/MS-0027205/dijual-rumah-2-lantai-di-manyar-rejo-surabaya/,Timur,Sukolilo,300,460,5,3,2.0,"Rp4,280,000,000",Belum,Timur,,2 M,1,2853333174.0,Y,Y,500,N,N,N,N,N,N,N,N,Worth-It,8,2
https://masuksini.com/detail-properti/MS-0028685/jual-rumah-mewah-bagus-shm-di-manyarrejo-kota-surabaya/,Timur,Sukolilo,336,500,5,3,2.0,"Rp6,030,000,000",Belum,Timur,,2 m,2,4019999823.0,N,Y,3500,N,N,N,Y,N,N,N,N,Worth-It,7,3
https://masuksini.com/detail-properti/MS-0028522/dijual-rumah-lama-bagus-strategis-di-jalan-baratajaya-surabaya/,Pusat,Gubeng,152,120,4,2,1.0,"Rp1,330,000,000",Belum,Selatan,,2 m,1,886666601.3,N,Y,2200,N,N,N,N,N,N,N,N,Worth-It,7,3
https://masuksini.com/detail-properti/MS-0027211/dijual-rumah-citraland-utama-cluster-international-village-langka/,Timur,Mulyorejo,150,230,4,4,1.0,"Rp4,050,000,000",Belum,Selatan,,3 M,2,2699999921.0,N,N,-,N,N,N,Y,N,N,N,N,Not Worth-It,5,5
https://masuksini.com/detail-properti/MS-0026928/dijual-murah-rumah-2lt-shm-di-jalan-kutisari-selatan-surabaya/,Timur,Rungkut,203,300,3,3,2.0,"Rp2,250,000,000",Belum,Selatan,,-,3,1499999894.0,N,N,4400,N,Y,N,N,N,N,N,N,Worth-It,10,0
https://masuksini.com/detail-properti/MS-0013802/jual-rumah-bagus-mewah-di-jalan-kendangsari-kota-surabaya/,Timur,Mulyorejo,540,520,4,3,2.0,"Rp7,470,000,000",Belum,Utara,,2 m,2,4979999753.0,N,Y,4400,N,N,N,N,N,N,N,N,Worth-It,9,1
https://masuksini.com/detail-properti/MS-0027714/dijual-rumah-15-lantai-di-jalan-dharmahusada-indah-timur-surabaya/,Timur,Mulyorejo,375,300,3,2,1.0,"Rp5,850,000,000",Belum,Selatan,,-,2,3899999836.0,Y,Y,400,N,N,N,N,N,N,N,N,Worth-It,8,2
https://masuksini.com/detail-properti/MS-0027424/dijual-rumah-taman-puspa-raya-citraland-surabaya-barat/,Pusat,Gubeng,135,105,2,1,1.0,"Rp2,500,000,000",Belum,Utara,,-,1,1666666609.0,N,Y,2200,N,Y,N,Y,N,N,N,N,Not Worth-It,4,6
https://masuksini.com/detail-properti/MS-0028609/jual-rumah-2-lantai-di-kawasan-baruk-barat-kota-surabaya/,Pusat,Gubeng,160,200,4,3,2.0,"Rp2,250,000,000",Belum,Utara,,2 m,1,1499999922.0,Y,Y,2200,N,N,N,Y,N,N,N,N,Worth-It,5,5
https://masuksini.com/detail-properti/MS-0026797/jual-rumah-araya-1-galaxy-bumi-permai-surabaya-timur/,Timur,Mulyorejo,189,300,4,3,2.0,"Rp4,850,000,000",Belum,-,,3 m,2,3233333232.0,N,Y,5500,N,N,N,Y,N,Y,N,N,Not Worth-It,2,8
https://rumah.trovit.co.id/detail/019b30e2-4870-7e6a-8630-4a19553e549e?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=2&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Barat,Wiyung,147,455,30,30,3.0,"Rp4,900,000,000",Belum,-,Tengah,3 mobil,-,3266666568.0,N,Y,-,,Y,Y,Y,,,,N,Not Worth-It,3,7
https://rumah.trovit.co.id/detail/019ad64c-dbe0-7a54-bc1a-a29bf516e497?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=3&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Barat,Wiyung,168,336,22,22,2.0,"Rp4,500,000,000",Belum,Selatan,Tengah,2 mobil,1,2999999907.0,N,Y,-,,N,Y,Y,,,,N,Not Worth-It,3,7
https://rumah.trovit.co.id/detail/019c04f0-d60c-7258-a988-ccce5d6f6fb4?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=4&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Mulyorejo,340,450,6,7,2.0,"Rp9,100,000,000",Belum,-,Hook,-,4,6066666497.0,N,Y,-,,Y,Y,Y,,,,N,Not Worth-It,4,6
https://rumah.trovit.co.id/detail/019937fb-bb68-7bbd-8f76-8c40e51c5c7a?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=5&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Rungkut,65,30,2,1,2.0,"Rp595,000,000",Belum,-,Tengah,2 mobil,1,396666642.3,Y,Y,-,,Y,Y,N,,,,N,Not Worth-It,4,6
https://rumah.trovit.co.id/detail/019b41a9-fb05-746c-9399-25aec3503924?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=7&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Barat,Wiyung,147,440,9,9,3.0,"Rp4,900,000,000",Belum,Utara,Tengah,4 mobil,-,3266666563.0,N,Y,-,,Y,Y,Y,,,,N,Not Worth-It,3,7
https://rumah.trovit.co.id/detail/019c04f4-f14c-7207-8de1-e57bc14ac0a5?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=8&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Utara,Kenjeran,120,150,5,4,2.0,"Rp2,600,000,000",Belum,-,Tengah,-,2,1733333276.0,N,Y,-,,Y,Y,Y,,,,N,Not Worth-It,1,9
https://rumah.trovit.co.id/detail/01996650-3cda-728d-81c4-09288ac616ef?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=9&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Rungkut,120,225,4,5,2.0,"Rp2,600,000,000",Belum,Utara,Tengah,2 mobil,1,1733333266.0,N,Y,4400,,Y,Y,N,,,,N,Worth-It,6,4
https://rumah.trovit.co.id/detail/019b5f08-d66d-74f9-983f-a29a5c37418c?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=10&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Rungkut,105,180,4,4,2.0,"Rp1,950,000,000",Belum,Selatan,Tengah,-,2,1299999943.0,Y,Y,-,,Y,Y,N,,,,N,Not Worth-It,4,6
https://rumah.trovit.co.id/detail/019b6f3b-9914-790e-abd7-0821228d8965?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=11&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Rungkut,48,45,2,1,2.0,"Rp565,000,000,000",Belum,-,Tengah,2 mobil,1,376666666646.0,Y,Y,1300,,Y,Y,N,,,,N,Not Worth-It,3,7
https://rumah.trovit.co.id/detail/019a5bc0-90a0-75d8-b334-b14debc6d495?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=12&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Tenggilis Mejoyo,189,180,2,1,1.0,"Rp1,800,000,000",Belum,Utara,Tengah,-,-,1199999914.0,N,Y,2200,,Y,Y,N,,,,N,Worth-It,9,1
https://rumah.trovit.co.id/detail/019aed6e-6a73-7201-96a4-078afd41b5d5?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=14&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Barat,Sambikerep,162,149,3,2,2.0,"Rp2,500,000,000",Belum,Utara,Tengah,3 mobil,2,1666666594.0,N,Y,-,,Y,Y,N,,,,N,Worth-It,5,5
https://rumah.trovit.co.id/detail/019b0ad1-24b0-7c9a-88b5-832b0c813698?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=15&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Selatan,Gayungan,56,85,3,3,2.0,"Rp1,470,000,000",Belum,Selatan,Hook,-,-,979999971.9,N,N,-,,N,Y,N,,,,N,Not Worth-It,3,7
https://rumah.trovit.co.id/detail/019ae7f4-d6d8-7391-804e-40cec80fa70f?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=16&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Barat,Lakarsantri,200,250,4,4,2.0,"Rp2,940,000,000",Belum,Selatan,Tengah,-,1,1959999902.0,N,Y,4400,,Y,Y,N,,,,N,Worth-It,6,4
https://rumah.trovit.co.id/detail/019ac610-929c-776f-9355-aaf2f57b7a43?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=17&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Mulyorejo,120,160,5,4,2.0,"Rp2,850,000,000",Belum,-,Hook,4 mobil,2,1899999941.0,N,Y,2200,,N,Y,N,,,,N,Not Worth-It,5,5
https://rumah.trovit.co.id/detail/019a90d8-633e-774a-bb3c-94c2c86b228b?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=18&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Utara,Semampir,90,180,4,3,2.0,"Rp1,450,000,000",Belum,Barat,Tengah,-,-,966666614.7,Y,Y,5000,,N,Y,N,,,,N,Not Worth-It,3,7
https://rumah.trovit.co.id/detail/019be141-7a87-7b9b-b137-c733616245b3?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=19&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Utara,Kenjeran,135,210,5,4,2.0,"Rp3,200,000,000",Belum,-,Tengah,-,-,2133333263.0,N,Y,3500,,Y,Y,N,,,,N,Not Worth-It,2,8
https://rumah.trovit.co.id/detail/019beb0a-8a51-7f12-8bad-093b02dbd332?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=20&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Barat,Lakarsantri,240,567,2,2,3.0,"Rp8,990,000,000",Belum,-,Tengah,-,2,5993333180.0,Y,Y,5500,,N,Y,Y,,,,N,Not Worth-It,5,5
https://rumah.trovit.co.id/detail/019b1111-405a-7980-bf9b-c76d0c0f0502?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=21&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Barat,Karang Pilang,205,180,3,2,1.0,"Rp1,200,000,000",Belum,Selatan,Tengah,-,3,799999908.9,Y,Y,-,,N,Y,N,,,,N,Worth-It,7,3
https://rumah.trovit.co.id/detail/01990b0d-5b4e-761c-b2e8-bd521e99b87c?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=22&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Mulyorejo,1200,1300,23,20,2.0,"Rp38,500,000,000",Belum,Utara,Tengah,-,13,25666666101.0,N,Y,-,,Y,Y,N,,,,N,Not Worth-It,1,9
https://rumah.trovit.co.id/detail/019c04f8-9b41-766b-a34e-a5f7c5955a7e?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=23&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Sukolilo,136,195,5,4,2.0,"Rp3,350,000,000",Belum,Utara,Tengah,4 mobil,2,2233333264.0,N,Y,-,,N,Y,N,,,,N,Not Worth-It,2,8
https://rumah.trovit.co.id/detail/019b2017-8dfe-733b-bdc7-9c6fed920677?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=24&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Mulyorejo,135,170,5,4,2.0,"Rp2,800,000,000",Belum,Utara,Tengah,2 mobil,2,1866666601.0,N,Y,-,,Y,Y,N,,,,N,Not Worth-It,3,7
https://rumah.trovit.co.id/detail/019b73ba-872e-722a-a4ae-0a35a89aa4aa?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=25&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Mulyorejo,200,300,5,5,2.0,"Rp5,000,000,000",Belum,-,Tengah,-,2,3333333229.0,Y,Y,3300,,Y,Y,Y,,,,N,Not Worth-It,5,5
https://rumah.trovit.co.id/detail/019b1020-9415-75cf-af6e-c94f419101c4?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=26&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Timur,Mulyorejo,156,250,4,4,1.0,"Rp2,000,000,000",Belum,Selatan,Tengah,2 mobil,1,1333333250.0,Y,Y,-,,Y,Y,Y,,,,N,Worth-It,6,4
https://rumah.trovit.co.id/detail/019a9660-9196-75ab-99d8-24f6d0765125?t_pvid=c6410257-001c-4b11-a36b-4150a03d19a5&page=1&t_sec=1&pos=27&search_terms=surabaya&origin=1&type=direct&trovit_type=1&search_terms=surabaya,Barat,Wiyung,182,305,4,5,3.0,"Rp8,000,000,000",Belum,Barat,Tengah,-,1,5333333235.0,N,Y,600,,N,Y,N,,,,N,Not Worth-It,2,8
